theta0,theta1
8499.020843872462,-0.021444420802574464
8499.03912224344,-0.021444564228712305
8499.056823393712,-0.021444703127371217
8499.073965551519,-0.0214448376414229
8499.09056636965,-0.021444967909232827
8499.106642943232,-0.021445094064802297
8499.12221182765,-0.021445216237906965
8499.137289055356,-0.021445334554228805
8499.151890152689,-0.021445449135484882
8499.166030155766,-0.02144556009955432
8499.179723625297,-0.021445667560595825
8499.192984662708,-0.0214457716291676
8499.205826923962,-0.021445872412340874
8499.218263633826,-0.021445970013808963
8499.23030759938,-0.021446064533993486
8499.241971223233,-0.021446156070147642
8499.253266516305,-0.021446244716456033
8499.264205110478,-0.021446330564134756
8499.27479826998,-0.021446413701518424
8499.285056903414,-0.021446494214155027
8499.294991574927,-0.021446572184893792
8499.304612515112,-0.021446647693970623
8499.313929631398,-0.021446720819089188
8499.32295251839,-0.02144679163550102
8499.331690467616,-0.021446860216082372
8499.340152477196,-0.021446926631410058
8499.348347261388,-0.021446990949836636
8499.356283258901,-0.021447053237554175
8499.36396864209,-0.02144711355866652
8499.371411325157,-0.02144717197525561
8499.378618972434,-0.021447228547443305
8499.385599006337,-0.021447283333456045
8499.39235861463,-0.021447336389678086
8499.398904758307,-0.021447387770718473
8499.405244178384,-0.02144743752946093
8499.411383403132,-0.021447485717121177
8499.417328754607,-0.021447532383297666
8499.42308635513,-0.02144757757602274
8499.428662133892,-0.021447621341814584
8499.434061832726,-0.021447663725721867
8499.439291012126,-0.02144770477137224
8499.444355056969,-0.021447744521014802
8499.449259182153,-0.021447783015566595
8499.454008437753,-0.021447820294651705
8499.458607714572,-0.021447856396645582
8499.463061748762,-0.02144789135870968
8499.46737512704,-0.02144792521683417
8499.471552291277,-0.021447958005873232
8499.475597543022,-0.02144798975958018
8499.47951504797,-0.0214480205106427
8499.483308840247,-0.021448050290716857
8499.486982826771,-0.021448079130460696
8499.490540790819,-0.021448107059562134
8499.493986396348,-0.021448134106773296
8499.497323191601,-0.021448160299939033
8499.500554612767,-0.021448185666023904
8499.503683987414,-0.021448210231142188
8499.506714538169,-0.021448234020583
8499.509649385844,-0.021448257058838047
8499.51249155248,-0.021448279369622802
8499.515243965294,-0.02144830097591112
8499.51790945846,-0.021448321899944743
8499.520490776842,-0.021448342163265643
8499.522990578618,-0.021448361786735506
8499.525411438053,-0.021448380790557487
8499.52775584809,-0.021448399194297064
8499.530026222965,-0.0214484170169013
8499.532224900697,-0.02144843427672018
8499.534354145464,-0.02144845099152389
8499.536416149822,-0.021448467178520354
8499.538413037286,-0.021448482854376727
8499.540346864149,-0.02144849803523169
8499.54221962175,-0.021448512736714696
8499.54403323878,-0.021448526973963395
8499.545789582797,-0.02144854076163569
8499.54749046249,-0.02144855411392805
8499.549137629334,-0.021448567044587
8499.550732779575,-0.02144857956692732
8499.552277555864,-0.021448591693840516
8499.553773548987,-0.02144860343781422
8499.555222299477,-0.021448614810939497
8499.556625299188,-0.021448625824927195
8499.557983992998,-0.021448636491116748
8499.559299780032,-0.021448646820490903
8499.560574015219,-0.02144865682368447
8499.56180801083,-0.02144866651099774
8499.563003037541,-0.021448675892405223
8499.564160325961,-0.0214486849775661
8499.565281067891,-0.021448693775835723
8499.566366417408,-0.021448702296272704
8499.56741749221,-0.021448710547650445
8499.568435374651,-0.02144871853846435
8499.569421112916,-0.02144872627694253
8499.570375722065,-0.021448733771053448
8499.571300185238,-0.02144874102851347
8499.572195454406,-0.02144874805679513
8499.573062451464,-0.02144875486313549
